Sim_step,lamda_xx,lamda_yy,lamda_zz,lamda_yz,lamda_xz,lamda_xy
3.75,0.0003,1e-04,-0.0003,0.0002,-1e-04,1e-04
3.76,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.77,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.78,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.79,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.8,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.81,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.82,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.83,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.84,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.85,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.86,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.87,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.88,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.89,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.9,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.91,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.92,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.93,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.94,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.95,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.96,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.97,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.98,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
3.99,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
4.0,0.0003,1e-04,-0.0004,0.0003,-1e-04,1e-04
