Index,X,Y,Z
133,5.42026812288083,-8.341675097451565,13.366834170854272
134,6.658994309825225,-7.379927872947937,13.467336683417086
135,7.730258867166426,-6.236301329710465,13.5678391959799
136,8.607703381546,-4.939508057605381,13.668341708542714
137,9.269828755595192,-3.5220218983644545,13.768844221105528
138,9.700521858197924,-2.019264784854142,13.869346733668342
139,9.889447455264195,-0.4687215929780862,13.969849246231156
140,9.832295892636965,1.0909948755770729,14.07035175879397
141,9.530880603918463,2.621105457019219,14.170854271356784
142,8.993083258787893,4.083628790041535,14.271356783919598
143,8.232648158511207,5.4423241093497365,14.371859296482413
144,7.2688312304819656,6.663589265691257,14.472361809045227
145,6.125912579738065,7.717291720403546,14.57286432160804
146,4.832584933041182,8.577511964316933,14.673366834170855
147,3.4212333766688308,9.22318102085158,14.773869346733669
148,1.9271244668361864,9.638596355571792,14.874371859296483
149,0.38752501568318093,9.813803562388502,14.974874371859297
150,-1.1592274285434025,9.744834553637602,15.075376884422111
151,-2.6746792229438814,9.433796563444346,15.175879396984925
152,-4.121216621610364,8.888809991693375,15.27638190954774
153,-5.462999350665713,8.123796876902642,15.376884422110553
154,-6.666848595415181,7.158125496773406,15.477386934673367
155,-7.703067398951801,6.016120162984671,15.577889447236181
156,-8.546173187253917,4.726448613447841,15.678391959798995
157,-9.17552435305803,3.321402428145978,15.77889447236181
158,-9.575825493640005,1.836088529205886,15.879396984924623
159,-9.737498939175289,0.3075520071107442,15.979899497487438
160,-9.656913552338304,-1.2261478105396255,16.080402010050253
161,-9.336465342616542,-2.726885004391136,16.180904522613066
162,-8.784508131520354,-4.157414827275563,16.28140703517588
163,-8.015136235446338,-5.482298026475402,16.381909547738694
164,-7.047824808585449,-6.668778785034754,16.48241206030151
165,-5.906937017664017,-7.687594533096289,16.582914572864322
166,-4.621110515947776,-8.513697609285622,16.683417085427138
167,-3.222538664276998,-9.12687097610864,16.78391959798995
168,-1.7461645383357627,-9.51222285609451,16.884422110552766
169,-0.22880790010745503,-9.660548190075366,16.984924623115578
170,1.2917530549211893,-9.568548149500621,17.085427135678394
171,2.7777222745524153,-9.238902477744503,17.185929648241206
172,4.192225332828253,-8.680193102548898,17.286432160804022
173,5.500224466754891,-7.906681161669523,17.386934673366834
174,6.669386460333821,-6.937943224419419,17.48743718592965
175,7.670881878802535,-5.7983759827119705,17.587939698492463
176,8.480095897823388,-4.516581939846758,17.68844221105528
177,9.077233202479906,-3.1246515631257727,17.78894472361809
178,9.44780209310284,-1.6573599149082476,17.889447236180906
179,9.582965962253265,-0.15129787318954874,17.98994974874372
180,9.479753623775286,1.356040354166144,18.090452261306535
181,9.141123497758679,2.82719066656662,18.190954773869347
182,8.575880296597942,4.22565022084509,18.291457286432163
183,7.798446526367956,5.51678315119512,18.391959798994975
184,6.828494723190828,6.668678386009464,18.49246231155779
185,5.690449796610721,7.65293831668529,18.592964824120603
186,4.4128740656346,8.445378827558102,18.69346733668342
187,3.0277504685417758,9.02662343188529,18.79396984924623
188,1.569681933339992,9.382576919854058,18.894472361809047
189,0.0750269502032711,9.50476694406075,18.99497487437186
190,-1.419007059970073,9.390545270141377,19.095477386934675
191,-2.875289973368708,9.043143922654105,19.195979899497488
192,-4.257691730293249,8.471585071512417,19.296482412060303
193,-5.5319787085744,7.690447142173615,19.396984924623116
194,-6.666661464826528,6.719493202914129,19.49748743718593
195,-7.6337728509669205,5.583171096222655,19.597989949748744
196,-8.40955727924796,4.309997953997773,19.69849246231156
197,-8.975054149922713,2.931844589375814,19.798994974874372
198,-9.31656111509981,1.4831377212198644,19.899497487437188
199,-9.425965863507631,4.618558467516866e-14,20.0
