Fiber 1: Spring Idx,x (mm),y (mm),z (mm)
152,9.843638840105191,-3.4854239636850988,7.216644175525175
153,9.553224572461154,-4.207697210504511,7.264122097732578
154,9.20992116655893,-4.906078300013343,7.311600019939981
155,8.815673814614888,-5.576702512610674,7.359077942147382
156,8.372709494058872,-6.215862119973209,7.406555864354785
157,7.883524391197716,-6.82002688361361,7.454033786562188
158,7.3508698372906105,-7.385863552439683,7.50151170876959
159,6.7777368362610275,-7.910254251633387,7.548989630976992
160,6.167339271042969,-8.39031366140841,7.596467553184395
161,5.523095882844393,-8.823404891002577,7.6439454753917975
162,4.8486111243651075,-9.207153960582122,7.6914233975992
163,4.14765499419599,-9.539462811534213,7.738901319806603
164,3.4241419652138707,-9.818520773861575,7.7863792420140046
165,2.682109124744102,-10.042814428019916,7.833857164221407
166,1.9256936485616958,-10.211135807508589,7.88133508642881
167,1.1591097344190442,-10.322588897786646,7.9288130086362125
168,0.386625123704247,-10.376594396588686,7.976290930843615
169,-0.3874626579668183,-10.372892710404463,8.023768853051017
170,-1.1588502089512913,-10.311545171709417,8.07124677525842
171,-1.9232521755658523,-10.192933471435238,8.118724697465822
172,-2.676425058858082,-10.01775731109499,8.166202619673225
173,-3.414190771906633,-9.787030288871545,8.213680541880628
174,-4.132459816875099,-9.502074043785322,8.26115846408803
175,-4.827253953250691,-9.164510691723812,8.308636386295433
176,-5.494728231616753,-8.776253596587813,8.356114308502834
177,-6.1311922709270075,-8.339496529032647,8.403592230710236
178,-6.733130661537304,-7.856701274210993,8.451070152917639
179,-7.297222381197809,-7.330583758500528,8.498548075125042
180,-7.820359116772282,-6.764098773385108,8.546025997332444
181,-8.299662390612044,-6.160423382400302,8.593503919539847
182,-8.73249939722841,-5.522939104314362,8.64098184174725
183,-9.116497463143283,-4.855212972453422,8.688459763954652
184,-9.449557050513825,-4.1609775762559496,8.735937686162055
185,-9.729863233278689,-3.4441101967239933,8.783415608369456
186,-9.955895583114726,-2.708611152397723,8.830893530576859
187,-10.126436411378206,-1.9585814767846803,8.878371452784261
188,-10.240577322381723,-1.1982000518065343,8.925849374991664
189,-10.297724042777118,-0.43170032476179276,8.973327297199067
190,-10.29759950142333,0.3366532614730427,9.02080521940647
191,-10.240245143861673,1.1025889937781785,9.068283141613872
192,-10.126020475346683,1.8618516376649865,9.115761063821274
193,-9.955600836232408,2.610226077657093,9.163238986028677
194,-9.729973423337979,3.343560717841004,9.21071690823608
195,-9.450431580657424,4.0577905126767835,9.25819483044348
196,-9.118567392382673,4.748959500307429,9.305672752650883
197,-8.736262620623625,5.4132427134602725,9.353150674858286
198,-8.30567803937986,6.0469673465857925,9.400628597065689
199,-7.82924122519842,6.646633062097262,9.448106519273091
200,-7.309632873487824,7.208931323445935,9.495584441480494
201,-6.7497717176052845,7.730763648255997,9.543062363687897
202,-6.152798135547072,8.2092586808225,9.5905402858953
203,-5.522056536306705,8.641787989911451,9.638018208102702
204,-4.861076624683785,9.025980504954372,9.685496130310103
205,-4.173553649491388,9.359735511360482,9.732974052517505
206,-3.4633277456855196,9.64123413373702,9.780451974724908
207,-2.734362485898649,9.868949244264586,9.82792989693231
208,-1.990722761171947,10.041653742274006,9.875407819139713
209,-1.236552114323543,10.158427160164734,9.922885741347116
210,-0.47604965234589247,10.218660560140588,9.970363663554519
211,0.28655333352579543,10.222059695765878,10.017841585761921
212,1.0470169098991233,10.168646422009644,10.065319507969324
213,1.8011160744798964,10.058758347194075,10.112797430176727
214,2.5446642294346313,9.893046730041668,10.160275352384128
215,3.2735364244469314,9.672472634768793,10.20775327459153
216,3.983692240426537,9.398301366848203,10.255231196798933
217,4.6711981869222425,9.072095221604382,10.302709119006336
218,5.332249489083011,8.695704587161853,10.350187041213738
219,5.963191143494143,8.271257452385429,10.39766496342114
220,6.560538126367022,7.801147379281575,10.445142885628544
221,7.120994642356788,7.288020007823483,10.492620807835946
222,7.64147230769501,6.73475816927274,10.540098730043349
223,8.119107167325907,6.144465691750798,10.58757665225075
224,8.551275452288747,5.52044998902292,10.635054574458152
225,8.935607990658358,4.866203530157703,10.682532496665555
226,9.27000319290514,4.185384293873932,10.730010418872958
227,9.552638540515835,3.4817953169585705,10.77748834108036
228,9.781980515089451,2.75936345109561,10.824966263287763
229,9.956792913837155,2.0221174467638527,10.872444185495166
230,10.076143506423834,1.2741654865180467,10.919922107702568
231,10.139408997342594,0.5196722929397285,10.967400029909971
232,10.146278267458909,-0.2371640611817554,11.014877952117374
233,10.096753877946329,-0.9921355113131995,11.062355874324775
234,9.991151829507597,-1.7410473983184467,11.109833796532177
235,9.830099579479109,-2.4797417741862557,11.15731171873958
236,9.61453232909947,-3.2041204868575024,11.204789640946982
237,9.345687602830557,-3.91016791598532,11.252267563154385
238,9.02509815109809,-4.593973233495623,11.299745485361788
239,8.654583217116846,-5.251752065547102,11.34722340756919
240,8.236238217530213,-5.879867435907704,11.394701329776593
241,7.772422895375547,-6.474849874845986,11.442179251983996
242,7.26574801233758,-7.033416582357777,11.489657174191397
243,6.7190606553233145,-7.55248953988714,11.5371350963988
244,6.1354282400411,-8.02921247062213,11.584613018606202
245,5.518121301450329,-8.460966554919185,11.632090940813605
246,4.870595167626428,-8.845384814398518,11.679568863021007
247,4.196470619724105,-9.18036508571587,11.72704678522841
248,3.4995136462830185,-9.464081512914074,11.774524707435813
249,2.783614405076173,-9.694994495544785,11.822002629643215
250,2.052765510025408,-9.871859038380432,11.869480551850618
251,1.3110397643743636,-9.99373145746214,11.91695847405802
252,0.5625674642995204,-10.05997440639937,11.964436396265421
253,-0.18848660056125402,-10.070260196201039,12.011914318472824
254,-0.9379463215914237,-10.024572391424105,12.059392240680227
255,-1.6816474917380155,-9.923205675020121,12.10687016288763
256,-2.415460942999309,-9.766763983890462,12.154348085095032
257,-3.1353154723002685,-9.556156926772815,12.201826007302435
258,-3.8372204284667104,-9.292594505621858,12.249303929509837
259,-4.517287834986863,-8.977580171062888,12.29678185171724
260,-5.171753925920809,-8.612902251735731,12.344259773924643
261,-5.796999975669108,-8.200623806357521,12.391737696132044
262,-6.389572307325489,-7.743070956065304,12.439215618339446
263,-6.946201368988225,-7.242819763005987,12.486693540546849
264,-7.463819772667098,-6.702681729174724,12.534171462754252
265,-7.939579196266541,-6.125687997119123,12.581649384961654
266,-8.37086605551915,-5.515072341283255,12.629127307169057
267,-8.75531585964878,-4.874253045424415,12.67660522937646
268,-9.090826171923633,-4.20681376765778,12.724083151583862
269,-9.375568104072759,-3.516483500237724,12.771561073791265
270,-9.607996281741348,-2.8071157361396284,12.819038995998667
271,-9.786857226706415,-2.0826669588328857,12.866516918206068
272,-9.911196110415526,-1.347174575312783,12.913994840413471
273,-9.980361842498123,-0.6047344154680875,12.961472762620874
274,-9.994010467182466,0.14052207682121484,13.008950684828276
275,-9.952106849977008,0.8844508338365483,13.056428607035679
276,-9.854924646493037,1.622918207491631,13.103906529243082
277,-9.70304455484109,2.351823937986561,13.151384451450484
278,-9.497350862574441,3.0671239200189535,13.198862373657887
279,-9.239026308626016,3.7648526401459503,13.24634029586529
280,-8.929545290037007,4.441145160811681,13.29381821807269
281,-8.570665452455414,5.092258529165583,13.341296140280093
282,-8.164417712339203,5.714592492084394,13.388774062487496
283,-7.71309476748122,6.3047094027557,13.436251984694898
284,-7.219238160836122,6.859353208757395,13.483729906902301
285,-6.685623970623637,7.375467416756033,13.531207829109704
286,-6.115247207265398,7.850211934712862,13.578685751317106
287,-5.511305004843099,8.280978698798764,13.626163673524509
288,-4.877178701401996,8.665405999044358,13.673641595731912
289,-4.216414908531347,9.001391425048537,13.721119517939314
290,-3.5327056761991282,9.287103360797516,13.768597440146715
291,-2.82986786376891,9.520990965765124,13.816075362354118
292,-2.1118218324586686,9.70179258792595,13.86355328456152
293,-1.3825695781885428,9.828542563070389,13.911031206768923
294,-0.6461724267872158,9.900576363815242,13.958509128976326
295,0.09327158412931925,9.91753407090459,14.005987051183729
296,0.8316505106436535,9.879362148742779,14.053464973391131
297,1.564861368475958,9.786313516541696,14.100942895598534
298,2.2888329322212027,9.638945915945808,14.148420817805937
299,2.999548341195369,9.438118585468088,14.195898740013337
300,3.693067386370378,9.184987261474816,14.24337666222074
301,4.365548354741219,8.880997534746216,14.290854584428143
302,5.013269310023578,8.527876600759214,14.338332506635545
303,5.632648691800328,8.127623450740895,14.385810428842948
304,6.220265119113247,7.682497559173878,14.43328835105035
305,6.772876289003027,7.195006131752088,14.480766273257753
306,7.287436865612297,6.667889985741231,14.528244195465156
307,7.76111526115621,6.1041081422472505,14.575722117672559
308,8.191309216298476,5.5068212169977,14.623200039879961
309,8.575660094212967,4.879373702856829,14.670677962087362
310,8.912065809826247,4.225275243386227,14.718155884294765
311,9.198692323381405,3.5481810022986786,14.765633806502168
312,9.433983635497581,2.8518712386009963,14.81311172870957
313,9.616670229276536,2.14023020155599,14.860589650916973
314,9.745775913681456,1.4172244632896056,14.908067573124375
315,9.820623031334454,0.686880809909011,14.955545495331778
316,9.840836002999517,-0.04673618563896765,15.00302341753918
317,9.806343190284718,-0.7795467840620914,15.050501339746583
318,9.7173770674606,-1.5074787676796868,15.097979261953984
319,9.574472702698472,-2.2264900696722303,15.145457184161387
320,9.37846455843028,-2.9325912188730063,15.19293510636879
321,9.130481629868944,-3.6218674754703897,15.240413028576192
322,8.831940949952077,-4.290500534801094,15.287890950783595
323,8.484539498032758,-4.934789678906186,15.335368872990998
324,8.09024455848675,-5.551172258682337,15.3828467951984
325,7.65128258398826,-6.136243393269411,15.430324717405803
326,7.170126626478748,-6.686774777750817,15.477802639613206
327,6.649482406768482,-7.1997324952822845,15.525280561820608
328,6.092273101225327,-7.672293735376699,15.572758484028009
329,5.5016229310795,-8.101862326226316,15.620236406235412
330,4.88083964646472,-8.486082995606264,15.667714328442814
331,4.233396003392243,-8.822854282034843,15.715192250650217
332,3.562910337379293,-9.110340025428025,15.76267017285762
333,2.8731263423971694,-9.34697937443587,15.810148095065022
334,2.1678921681417633,-9.53149525594098,15.857626017272425
335,1.4511389523334275,-9.662901260789633,15.905103939479828
336,0.7268589078064119,-9.740506908664917,15.95258186168723
337,-0.0009169134656027308,-9.763921264049465,16.00005978389463
338,-0.7281410555580737,-9.733054884413383,16.047537706102034
339,-1.4507721681331287,-9.648120091048376,16.095015628309437
340,-2.1647974651415156,-9.509629562301065,16.14249355051684
341,-2.866255007880675,-9.318393258284853,16.189971472724242
342,-3.551255688671466,-9.075513695418465,16.237449394931645
343,-4.216004793172141,-8.782379598299249,16.284927317139047
344,-4.8568230217831925,-8.440657965419382,16.33240523934645
345,-5.470166853693512,-8.052284594023304,16.379883161553852
346,-6.0526481408593416,-7.619453117936957,16.427361083761255
347,-6.601052823574169,-7.1446026204254105,16.474839005968658
348,-7.112358664252279,-6.630403892010228,16.52231692817606
349,-7.583751901583814,-6.079744410658983,16.569794850383463
350,-8.012642733295444,-5.495712128803071,16.617272772590866
351,-8.396679542331771,-4.881578158209345,16.664750694798265
352,-8.7337617883219,-4.240778449790264,16.712228617005668
353,-9.02205149367481,-3.576894570951027,16.75970653921307
354,-9.259983261513463,-2.8936336880114295,16.807184461420473
355,-9.44627277086604,-2.1948078655791603,16.854662383627875
356,-9.579923703039885,-1.4843127984629145,16.902140305835278
357,-9.660233061859337,-0.7661060947823399,16.94961822804268
358,-9.686794859406032,-0.044185231336311734,16.997096150250083
359,-9.659502148008055,0.6774346959784329,17.044574072457486
360,-9.578547388432456,1.3947433028587812,17.09205199466489
361,-9.444421153492684,2.1037572042009467,17.13952991687229
362,-9.257909175536808,2.8005421347579227,17.187007839079694
363,-9.020087755482837,3.481234780007098,17.234485761287097
364,-8.732317560162576,4.142064196091355,17.2819636834945
365,-8.396235843674766,4.77937270007306,17.329441605701902
366,-8.013747137182841,5.389636114774086,17.376919527909305
367,-7.587012460073045,5.969483256151587,17.424397450116707
368,-7.1184371135683895,6.5157145554550056,17.47187537232411
369,-6.610657125728664,7.025319713300669,17.519353294531513
370,-6.066524424211241,7.49549428826095,17.566831216738912
371,-5.489090820181785,7.9236551285621815,17.614309138946314
372,-4.8815908933111025,8.307454561985228,17.661787061153717
373,-4.247423873833366,8.64479326603214,17.70926498336112
374,-3.5901346231452433,8.933831747816779,17.756742905568522
375,-2.9133938193584554,9.173000370920844,17.804220827775925
376,-2.2209774585584334,9.361007874581341,17.851698749983328
377,-1.5167457862408167,9.496848338999186,17.89917667219073
378,-0.8046217764781814,9.579806559231983,17.946654594398133
379,-0.08856927879509072,9.609461799009381,17.994132516605536
380,0.6274290455153831,9.585689904838055,18.04161043881294
381,1.339393874822711,9.508663769893507,18.08908836102034
382,2.043371343131416,9.378852146377964,18.136566283227744
383,2.735454997680882,9.197016814205949,18.184044205435146
384,3.4118074762324504,8.964208123010499,18.23152212764255
385,4.06868178375422,8.681758933493386,18.27900004984995
386,4.702442050533756,8.35127699302112,18.326477972057354
387,5.309583656721767,7.974635789046122,18.373955894264757
388,5.886752611918751,7.553963932361858,18.42143381647216
389,6.430764082644932,7.091633130333073,18.46891173867956
390,6.93861996535074,6.590244818036076,18.51638966088696
391,7.407525408010995,6.052615522652343,18.563867583094364
392,7.8349041892647575,5.48176104344317,18.611345505301767
393,8.218412870483329,4.880879536154978,18.65882342750917
394,8.55595364303509,4.253333596727819,18.706301349716572
395,8.845685800330259,3.602631444668615,18.753779271923975
396,9.086035771926436,2.9324073113803246,18.801257194131377
397,9.275705665018233,2.246401143077577,18.84873511633878
398,9.413680266974474,1.5484377316439644,18.896213038546183
399,9.499232471176722,0.8424053898810485,18.943690960753585
400,9.531927097207314,0.13223429004279003,18.991168882960988
401,9.511623085383887,-0.5781254136721102,19.03864680516839
402,9.438474054689602,-1.2847255568872944,19.086124727375793
403,9.312927222255349,-1.98364190886209,19.133602649583196
404,9.135720691660095,-2.6709959663890928,19.1810805717906
405,8.907879126377905,-3.3429764767392913,19.228558493998
406,8.63070783366549,-3.9958605702174563,19.276036416205404
407,8.305785293000786,-4.62603438515442,19.323514338412807
408,7.934954171804381,-5.2300130710728645,19.370992260620206
409,7.520310879552391,-5.8044600593085365,19.41847018282761
410,7.0641937194749715,-6.346205494527387,19.46594810503501
411,6.569169704786385,-6.852263725324421,19.513426027242414
412,6.038020113763202,-7.319849757401843,19.560903949449816
413,5.473724864943927,-7.746394578662249,19.60838187165722
414,4.879445800217661,-8.129559271896834,19.65585979386462
415,4.258508969572525,-8.467247837553352,19.703337716072024
416,3.61438601675529,-8.757618656297225,19.750815638279427
417,2.950674770012449,-8.999094528697706,19.79829356048683
418,2.271079146421366,-9.190371237328902,19.845771482694232
419,1.579388482055572,-9.330424584830732,19.893249404901635
420,0.8794564033302288,-9.418515869985033,19.940727327109038
421,0.17517935733505172,-9.454195772574254,19.98820524931644
422,-0.5295250792297717,-9.43730662665818,20.035683171523843
423,-1.2307399917644344,-9.367983070880182,20.083161093731245
424,-1.924570898910954,-9.246651073444978,20.130639015938648
425,-2.6071673821136145,-9.074025338447802,20.17811693814605
426,-3.27474445347134,-8.85110510922824,20.225594860353453
427,-3.9236035433028698,-8.57916839332054,20.273072782560853
428,-4.550152991048058,-8.259764642329136,20.320550704768255
429,-5.150927925984514,-7.894705928620521,20.368028626975658
430,-5.722609427715972,-7.486056669047609,20.41550654918306
431,-6.262042860479895,-7.036121953960521,20.462984471390463
432,-6.766255279996225,-6.547434547466358,20.510462393597866
433,-7.2324718168132645,-6.022740632237014,20.55794031580527
434,-7.658130945874027,-5.464984379083928,20.60541823801267
435,-8.040898558284313,-4.877291427993375,20.652896160220074
436,-8.378680757991315,-4.262951373297372,20.700374082427476
437,-8.669635313229579,-3.625399351118958,20.74785200463488
438,-8.91218170012259,-2.968196832148122,20.79532992684228
439,-9.105009683705692,-2.2950117271392094,20.842807849049684
440,-9.247086389809015,-1.6095979162574676,20.890285771257087
441,-9.337661829664004,-0.9157743165222125,20.93776369346449
442,-9.376272847730146,-0.21740360406953857,20.985241615671892
443,-9.362745472026521,0.4816292902147532,21.032719537879295
444,-9.297195655149732,1.1774387919703388,21.080197460086698
445,-9.180028403116182,1.86616028132668,21.1276753822941
446,-9.01193529813092,2.543971557505375,21.1751533045015
447,-8.793890430309558,3.2071140508409455,21.222631226708902
448,-8.527144762212716,3.8519136645024252,21.270109148916305
449,-8.213218958746857,4.47480113034513,21.317587071123707
450,-7.853894723490122,5.072331766116966,21.36506499333111
451,-7.451204690774679,5.641204524655606,21.412542915538513
452,-7.007420930846197,6.178280229738048,21.460020837745915
453,-6.525042133085933,6.680598897847896,21.507498759953318
454,-6.0067795395811885,7.1453960502833915,21.55497668216072
455,-5.455541708218642,7.570117925720233,21.602454604368123
456,-4.8744181909194335,7.9524355095259205,21.649932526575526
457,-4.266662218601564,8.290257302763763,21.69741044878293
458,-3.6356724899027655,8.581740760894188,21.74488837099033
459,-2.984974165602782,8.82530233963092,21.792366293197734
460,-2.318199175023042,9.0196260932003,21.839844215405137
461,-1.6390659444200526,9.163670778344756,21.88732213761254
462,-0.9513586605154449,9.256675425754285,21.934800059819942
463,-0.2589061848044668,9.29816334915926,21.982277982027345
464,0.4344392638681728,9.287944571028058,22.029755904234747
465,1.124823539780518,9.226116652631301,22.077233826442146
466,1.8084119946302473,9.113063925114943,22.12471174864955
467,2.4814107765655247,8.94945512711646,22.17218967085695
468,3.140087885646699,8.736239463312456,22.219667593064354
469,3.7807938688830567,8.47464110705342,22.267145515271757
470,4.399982040087185,8.166152178872101,22.31462343747916
471,4.994228112517398,7.812524241101341,22.362101359686562
472,5.560249135635184,7.415758357053911,22.409579281893965
473,6.094921631258754,6.978093771158154,22.457057204101368
474,6.595298828924278,6.501995274067133,22.50453512630877
475,7.058626905356515,5.990139324017541,22.552013048516173
476,7.4823601385617655,5.445399002572068,22.599490970723576
477,7.864174893158256,4.870827889299804,22.64696889293098
478,8.201982360125319,4.269642945890071,22.69444681513838
479,8.493939981137563,3.645206505629904,22.741924737345784
480,8.738461495016445,3.001007469076108,22.789402659553186
481,8.934225551543381,2.340641811083157,22.83688058176059
482,9.080182845885847,1.6677925080929927,22.88435850396799
483,9.175561735148134,0.9862089977328317,22.931836426175394
484,9.219872307028927,0.2996862852750439,22.979314348382793
485,9.21290887919603,-0.3879561866146144,23.026792270590196
486,9.154750916729677,-1.0728957871868667,23.0742701927976
487,9.04576236379065,-1.751327947759367,23.121748115005
488,8.886589394488356,-2.4194872945757924,23.169226037212404
489,8.678156596707618,-3.073668546991125,23.216703959419807
490,8.421661611354677,-3.710247064994064,23.26418188162721
491,8.118568258051235,-4.32569893212282,23.311659803834612
492,7.77059818669457,-4.916620462503882,23.359137726042015
493,7.3797211024670055,-5.479747024030124,23.406615648249417
494,6.948143619769728,-6.011971073585753,23.45409357045682
495,6.478296808133388,-6.51035930468864,23.501571492664223
496,5.972822500381656,-6.972168812931466,23.549049414871625
497,5.434558440147116,-7.394862190141979,23.596527337079028
498,4.866522352229295,-7.776121464208765,23.64400525928643
499,4.271895025209097,-8.113860808000288,23.691483181493833
500,3.6540025011513166,-8.406237947711611,23.738961103701236
501,3.016297472114805,-8.651664208258541,23.78643902590864
502,2.3623399875230255,-8.84881314096432,23.83391694811604
503,1.6957775801928654,-8.996627686711125,23.88139487032344
