Fiber 1_left: Idx,x (mm),y (mm),z (mm),Cutting plane x
254,-7.102504874346308,6.388267467218757,18.73316354582291,-1
255,-5.504634886375896,7.800604378122327,18.804392304552277,-1
256,-3.634270630044206,8.822554540374373,18.875621063281642,-1
257,-1.584940900367233,9.403636119457486,18.946849822011007,-1
258,-1.0,9.460005467503725,18.970018717002713,-1
259,-1.0,8.011237385229457,19.05157554373843,-1
260,-1.0,6.562469302955186,19.13313237047415,-1
261,-1.0,5.113701220680918,19.214689197209868,-1
262,-1.0,3.6649331384066492,19.29624602394559,-1
263,-1.0,2.2161650561323807,19.37780285068131,-1
264,-1.0,0.7673969738581112,19.459359677417027,-1
265,-1.0,-0.6813711084161591,19.540916504152744,-1
266,-1.0,-2.130139190690427,19.62247333088846,-1
267,-1.0,-3.5789072729646954,19.70403015762418,-1
268,-1.0,-5.027675355238965,19.785586984359902,-1
269,-1.0,-6.476443437513235,19.86714381109562,-1
270,-1.0,-7.925211519787503,19.94870063783134,-1
271,-1.0,-9.373979602061771,20.030257464567057,-1
272,-2.536334379674557,-9.101425535932147,20.08650996168084,-1
273,-4.490167645298647,-8.306827385504166,20.157738720410205,-1
274,-6.217949394847209,-7.099168993827748,20.22896747913957,-1
275,-7.633834729026241,-5.539118283140516,20.300196237868935,-1
276,-8.667623134266126,-3.704835047946319,20.3714249965983,-1
277,-9.268238955095459,-1.6880551730915843,20.442653755327665,-1
278,-9.406254635367489,0.41049720744091267,20.51388251405703,-1
279,-9.075332086047595,2.486140168560174,20.585111272786392,-1
280,-8.292511604117584,4.435455833730997,20.656340031515757,-1
281,-7.097335288499147,6.161443115715903,20.727568790245122,-1
282,-5.549850003727052,7.578344626000426,20.798797548974488,-1
283,-3.727590733666385,8.615907560196378,20.870026307703853,-1
284,-1.7216958677918515,9.222866858640236,20.941255066433218,-1
285,-1.0,9.302602053854487,20.970018717002713,-1
286,-1.0,7.878049881372409,21.05157554373843,-1
